prompt,target,ngram,seq2seq,gpt2,t5,BLEU_ngram,ROUGE_ngram,BLEU_seq2seq,ROUGE_seq2seq,BLEU_gpt2,ROUGE_gpt2,BLEU_t5,ROUGE_t5
"knew, thank Joke:","I knew I should thank you. He asked, Why didn't you? I replied, Because thanking you encourages you to expect future thanks.",,I knew I had to thank the customer service… not his gratitude.,I knew I’d thank you—for helping me build confidence.,"I knew thank you—that's just a mistake, it's good.",0.0,0.0,4.658077843513305,0.2857142857142857,1.8231997294962365,0.29411764705882354,2.2008358123711007,0.22857142857142854
"thought, season Joke:","I thought I loved every season, until winter showed up uninvited.",,Thought season is over and the pigeons have better social skills.,Thought season is here… but my diet is frozen.,Thinking about the season... it's all about time.,0.0,0.0,3.7052472057637615,0.18181818181818182,3.696719741302181,0.19999999999999998,3.7052472057637615,0.09999999999999999
"really, governor Joke:",I really wanted to be governor of naps; the citizens voted otherwise.,,"This governor doesn’t think politics matters, which is the real reason my homework grades went up.",The governor is really the governor of dessert.,"I really asked, Which governor? I replied, That's a great job.",0.0,0.0,2.8265205879007453,0.13793103448275862,6.87938864869854,0.3,6.250381527944883,0.25
"think, casino Joke:","What do you think about casinos? I think they're sad places. He agreed, sadly.",,I think casino tables deserve better—mostly because my wallet disagrees.,I think casinos are haunted—they’re not haunted like the real estate agents.,"I think casinos are safe. I said, I wasn’t. It said, They’re a good game.",0.0,0.0,4.3899270742871295,0.15384615384615383,5.001230153993728,0.2758620689655172,5.039518688486958,0.3125
"help, lake Joke:",Help—a lake. Depth we can't see. Very mysterious drowning location.,,Help! The lake has a plan—preferably one that says I’m here.,"Help me, lake. He asked, What? I replied, To leave.",Help in the lake—I think it's a beautiful lake.,0.0,0.0,3.673526562988939,0.16,5.412989186545263,0.1818181818181818,6.217116757317285,0.2608695652173913
"right, existed Joke:","You're right—it existed. I asked, What? He said, My happiness, briefly.",,"You’re right, I’m existence-proof—science confirms every nook and cranny.","You’re right, I’ve existed. I did—it happened again.","You’re right—that existed. I said, It was just the smallest thing.",0.0,0.0,2.583112439191653,0.3076923076923077,9.18699132885987,0.41666666666666663,11.228873629884633,0.46153846153846156
"really, grunting Joke:",I’m really grunting through this workout like a confused tractor.,,"I’m really grunting at breakfast—my ears, legs, and my stomach digest everything.","Really grunting? Not in my face. He asked, Why? I replied, It’s your fault.",I really grunted—it's just a grunting flop.,0.0,0.0,10.511846841633776,0.32,2.276859592073037,0.15384615384615383,5.367626065580593,0.39999999999999997
"beautiful, company Joke:",Beautiful company. We're aesthetically gathered. Failure looks good in sunlight.,,"Beautiful company, like everyone else. Disappointment waiting. Very efficient.",A beautiful company meeting. They're nice people with bad decisions.,"Beautiful company, but not the final product.",0.0,0.0,7.768562846380176,0.19999999999999998,4.100530090638892,0.2727272727272727,6.7661652521453,0.2222222222222222
"maybe, history Joke:",Maybe history repeats itself because nobody listens.,,Maybe history repeats itself—it’s not the bad guy that always arrives with shiny new clothes.,Maybe history repeats itself… sometimes life changes dramatically.,Maybe history is the place where we're getting a better future.,0.0,0.0,9.782375748961453,0.3333333333333333,19.070828081828378,0.5333333333333333,7.495553473355845,0.2105263157894737
"want, renamed Joke:",What do you want renamed? Everything. Start over. Same results though.,,"I want to know your name, but my phone doesn’t recognize it. ​","I want renamed coffee. I asked, Why? He replied, To remember it was better.",I want to name it... it's not renamed for me.,0.0,0.0,3.1251907639724417,0.08333333333333334,5.0912128230977505,0.16,3.9538040630560025,0.18181818181818182
"party, sighs Joke:",Every party has music; mine has sighs and existential dread.,,"The party—snacking, sighs, despair.",Party parties. Very emotional. Loud and emotional. Very organized.,"I was partying. The sighs, too. I asked, What? I replied, That's a party.",0.0,0.0,3.823246852690463,0.26666666666666666,3.673526562988939,0.2105263157894737,2.3901021968803136,0.16
"well, mentions Joke:","Well, at least my mistakes get mentions… in my diary.",,How well does this relate to my mentions? It’s like having multiple opinions.,"Well, mention it… in the end, it’s irrelevant.","Well, mentions come from something you’re sure of.",0.0,0.0,3.1251907639724417,0.25,8.139165682360764,0.3157894736842105,7.603985612048923,0.2105263157894737
"know, throne Joke:","I know who should sit on the throne. Everyone asked, Who? I said, Someone with good lumbar support.",,"I know the throne is here—calm, secure, and organized.",I know the throne. It's the throne that teaches me humility. It's the one where I get to judge myself.,I know the throne is the perfect place for all my heartache.,0.0,0.0,4.405063030221482,0.2857142857142857,8.383924775392588,0.25,4.280805579214919,0.26666666666666666
"tell, estate Joke:",Tell the estate agent I need a house with fewer responsibilities.,,Tell me how to survive the estate tax without being exposed.,"Tell the estate how to live. They said, We're too far away. I said, It doesn't matter to you. He replied, Exactly.","Tell me the estate is still dark—they say, not really.",0.0,0.0,8.054496384843702,0.2727272727272727,5.442133807846854,0.2285714285714286,8.054496384843702,0.2727272727272727
"excuse, family Joke:","Excuse me, my family drama is calling again.",,"Excuse me, family… my snack consumption disagrees.","Excuse me, family. My mom said, Why? I replied, Because we're leaving.",You excuse family history—not just the excuse for staying in my seat.,0.0,0.0,18.04438612975343,0.39999999999999997,9.083627868206413,0.2857142857142857,4.065425428798724,0.1904761904761905
"know, elected Joke:","I know he was elected, but was it willingly?",,I know elected officials are weird—they come with hats and toes and everything.,"You know you voted for the right guy, but you voted for the wrong guy anyway. ​",I know elected officials—that's the kind of a jumble of talismans.,0.0,0.0,6.285596338261262,0.2608695652173913,4.480836160121357,0.16,7.495553473355845,0.27272727272727276
"good, kingdom Joke:",You’re good enough to rule the kingdom of procrastination.,,It’s good—the kingdom has cookies and pretzels.,"That's good, kingdom. The only problem is the snacks.",Good kingdom: We’re a shame and a shame.,0.0,0.0,5.11459870708889,0.3157894736842105,4.789232204309912,0.20000000000000004,4.990049701936832,0.2105263157894737
"maybe, release Joke:",Maybe release the stress… or at least the snacks.,,Maybe release—the universe of regret is streaming.,Maybe release—sleep deprivation is just another excuse to quit.,"Maybe release? I said, That’s pretty simple, that’s basically it.",0.0,0.0,5.11459870708889,0.35294117647058826,4.990049701936832,0.2105263157894737,6.285596338261262,0.1904761904761905
"hear, high Joke:",I hear high-pitched complaints every time I wake up early.,,You hear high hopes but low dreams? It’s how I relate to failure.,"You hear a high pressure, but I’m still working.",I hear high standards... except for high school students.,0.0,0.0,3.4585921141027356,0.23999999999999996,4.456882760699063,0.28571428571428564,6.837203339116283,0.3
"right, launched Joke:","You’re right, the project launched—straight into chaos.",,"You’re right, it took me a while to realize the rocket launched.","You’re right, launched—and also a disappointment.","You’re right, launched yourself... so it’s just another time you’re not going to want to be so creative.",0.0,0.0,12.011055432195764,0.4545454545454546,19.493995755254467,0.47058823529411764,6.586656967644003,0.26666666666666666
"tell, previously Joke:",They tell me we discussed it previously; I have no memory of that timeline. ​,,"Tell me—referred to briefly in my diary as ""I’m planning an escape.""",Tell previously happened… now we know.,Tell me how to describe myself before you start doing something—it was my first mistake.,0.0,0.0,2.299921972415939,0.21428571428571427,2.0713086089726285,0.2,2.732111648124769,0.19999999999999998
"late, whole Joke:","It's late and I missed the whole thing. I asked, What whole thing? He said, Everything good.",,I’m late—all that remains is the whole room.,Midnight whole—it's nothing fancy and nothing fancy. It's a snack.,It's late to look whole—maybe even for me.,0.0,0.0,2.4891330918328434,0.21428571428571427,2.081391736117493,0.1935483870967742,2.4891330918328434,0.2857142857142857
"know, guinea Joke:","I know Guinea pigs—they judge silently, like my cat.",,"I know Guinea pigs—some of them are honest, some are honest. We're talking about species here. Very thorough.","I know Guinea is beautiful, but my GPS thinks otherwise.",I know the guinea is a good spot—when you’re talking to me.,0.0,0.0,7.305267243289862,0.26666666666666666,14.991106946711685,0.4000000000000001,6.837203339116283,0.25
"right, owen Joke:","You're right, Owen. Your name sounds like a question we're not asking.",,"You’re right, Owen. He sounds like a guy who just keeps smiling.","You’re right, Owen, my dog hates me. He asked, That’s why? I replied, Because he asked, Because it’s not a dog anymore.","You’re right—owen was a good fit. He said, I didn’t. He replied, We’re good.",0.0,0.0,24.601372576927535,0.5185185185185186,5.71168499906942,0.25641025641025644,2.8629993657668873,0.43750000000000006
"mean, london Joke:","What do you mean by London? I mean it's a place with people and buildings. He asked, Is that mean?",,You mean London isn’t the greatest city? Of course not—the city is built by people who forget to thank you on every stop. ​,"I didn’t mean to be rude, but London is rude.","I mean London, it's a london town where I need food.",0.0,0.0,2.3497215931088395,0.17391304347826086,1.8629402050088815,0.18749999999999997,4.311716969397525,0.30303030303030304
"thank, supposed Joke:",Thank you for supposedly explaining… I still have questions.,,"Thank you, supposed saint. He did. He arrived. He's supposed to be there now. This is not supposed.","Thank you, supposed destination—my sanity is already on the wrong side of chaos.","Thank you for supposed distractions. Then they said, You need a meal, just a meal.",0.0,0.0,3.482270899863668,0.14285714285714285,5.816635421147513,0.17391304347826086,8.097785064266205,0.25
"thanks, could Joke:",I said thanks and the guy said I could’ve just nodded—apparently gratitude has a power-saving mode.,,"Thanks for the suggestion, but no. There's no need for motivation. We're leaving now.",Thanks for the help—you’re just not ready for a life.,Thanks for this... perhaps it’s not a win.,0.0,0.0,2.5540496664715904,0.11428571428571428,3.071855691538747,0.2580645161290323,2.6549256363457783,0.14285714285714285
"look, played Joke:","Look, I played it cool—at least until my shoelace betrayed me.",,It looks like I played the piano for hours.,"Look, it wasn't a game—it was just playing with your brain.","Look at this game. He asked, Why? He replied, That's just a game.",0.0,0.0,6.8803707079889325,0.28571428571428575,7.347053125977879,0.16,2.8265205879007453,0.15384615384615383
"like, span Joke:",I like how bridges span great distances—unlike my motivation.,,I like span. It keeps things simple. It's more like a deadline. More complicated than deadlines.,I like to think span is just my imagination.,I like span—I want a shorter span.,0.0,0.0,4.553719184146073,0.22222222222222224,10.552670315936318,0.4210526315789474,10.229197414177778,0.33333333333333326
"right, oscar Joke:","You’re right, Oscar deserves a medal… for sharing snacks.",,"You’re right, Oscar deserves a nap whenever he’s done.",You’re right Oscar—he’s a magician.,"You’re right, oscar has no plans. He asked, Who? I replied, You can't do something wrong.",0.0,0.0,47.987820666906615,0.5714285714285713,8.389861810900507,0.5555555555555556,6.908895196867147,0.2857142857142857
"please, january Joke:","Please January, be gentle—I’m not emotionally rebooted yet.",,"Please, january, let me know how much I’m regretting my life choices. ​","Please, January—we’re not ready for the summer.","Please remember the year. I asked, How? I replied, We’re so thankful for it.",0.0,0.0,3.21858262703621,0.34782608695652173,6.033504141761816,0.3157894736842105,2.6643211213888947,0.16
"earth, thank Joke:","Earth, thank you for spinning—otherwise I’d get dizzy standing still.",,"Earth, thank me later—my heart refuses.",Earth thanked me for a tour of my dreams—until I realized I’m the one with a GPS.,"Earth was a good excuse for asking, Why? I replied, It was a god.",0.0,0.0,13.398014283383116,0.2105263157894737,2.8265205879007453,0.2580645161290323,3.0372940354383413,0.23076923076923075
"world, span Joke:","The world's span is vast. I said, And? He replied, And we're still stuck here.",,The world's span is expanding; my anxiety is expanding.,The world spans so many directions… my brain just keeps piling up confusion.,I think the world spans me for a long time... but I think I would like to be there.,0.0,0.0,10.946295538305202,0.37037037037037035,2.2000115916912106,0.20000000000000004,2.1671320168371846,0.2222222222222222
"beautiful, team Joke:","A beautiful team dynamic is just code for ""we argue politely."" ​",,Beautiful team—two people trying to cooperate in a dramatic fashion.,I’m beautiful—a team of chaos-breathing hacks.,"Beautiful team, it's a must for me. It's a team of five.",0.0,0.0,2.605244243496221,0.18181818181818182,2.4906123264252495,0.19999999999999998,3.4585921141027356,0.23999999999999996
"excuse, series Joke:","What's your excuse for this series? I said, I wasn't consulted. He replied, Good.",,Excuse me—my series doesn’t involve snacks.,"Excuse me, series… mostly for the drama.","I excuse series. The series is boring, but I'm just too busy.",0.0,0.0,1.4064939156282428,0.25,2.0655725292911016,0.17391304347826086,3.150249737045819,0.20689655172413793
"anything, state Joke:",I’d do anything for you—except deal with the state office.,,This state of my life—I don’t know what I did wrong.,"Anything to do with the state? Nothing. I asked, Any state? He replied, Not like this.","Everything is stateless. I said, I replied, No, I didn’t.",0.0,0.0,4.02724819242185,0.08,7.305267243289862,0.28571428571428575,2.627961710408444,0.08695652173913043
"mean, coast Joke:","What do you mean by coast? I mean where water meets land. He asked, Is that mean?",,I didn’t mean to offend—the coast is dangerous. But the coast is fine.,"I didn’t mean to leave the coast, but my brain did.","You mean the coast is the biggest thing you’ve ever done. We asked, Is it? He replied, I’m not. He replied, I was my best friend.",0.0,0.0,2.4912438426130015,0.18750000000000003,2.4963762606815623,0.13793103448275862,6.089010534705976,0.22222222222222224
"know, forces Joke:","I know the forces of gravity are strong, but they didn’t have to target me specifically.",,"I know the forces behind every move. They're subtle, subtle yet terrifying.",I know my forces exist—they just stop me.,I know forces have to be pulled out—and the truth is always there.,0.0,0.0,14.906674059356048,0.33333333333333337,4.410929085933151,0.3846153846153846,6.942470526671953,0.3225806451612903
"know, principles Joke:",I know principles—mostly how to bend them creatively.,,I know principles… and never stop praying for them.,I know principles… mostly for the math.,I know principles and I know that we are very different.,0.0,0.0,9.980099403873663,0.4444444444444444,10.786826322527466,0.5,7.495553473355845,0.3
"nothing, late Joke:",It’s nothing personal—I’m just always late.,,Nothing's worse late than the internet—except the clock.,"Nothing late. I said, Something's not happening. He replied, We've got a problem.",I just never did anything late—that's a time of crisis.,0.0,0.0,5.669791110976001,0.2105263157894737,4.295382417831811,0.16666666666666669,4.456882760699063,0.28571428571428575
"know, distance Joke:",You know the distance is serious when the map zooms out twice and still can’t fit it. ​,,"I know distance is important in life; I just keep thinking ""that distance wasn’t meant for me this week."" ​",I know distances. They're distances between snacks and tears. Mutual regret.,"I know distance. I know it’s hard. You’re right. No, no.",0.0,0.0,3.9566236357113054,0.2105263157894737,2.6149826893840222,0.2,2.668298717082586,0.1935483870967742
"wait, came Joke:",Wait—you came back? I thought you escaped my jokes.,,"Wait, come on, did this come with me? I asked. He replied, No, only disappointment.",Wait—this comes ready for dessert.,"Wait, came to me. I asked, Was that something? He replied, No.",0.0,0.0,3.8229746997386345,0.16,3.5275023606301383,0.125,3.0372940354383413,0.2727272727272727
"tell, extra Joke:",Tell me why you added extra work—I barely survived the regular one.,,Tell extra instructions… until chocolate arrives.,Tell extra snack breaks—that's a snack breakdown.,Tell us extra—I'm going to give you extra time.,0.0,0.0,3.667862829704212,0.21052631578947367,3.8902180856807296,0.18181818181818185,4.396165418527572,0.24999999999999994
"thanks, march Joke:","Thanks, March, for pretending spring is coming while still freezing us out. ​",,Thanks March—my excuses are still on my calendar.,"Thanks for the march, but my shoes are still on the road.",Thanks for march—just another day.,0.0,0.0,2.8827386867951623,0.28571428571428575,3.681239801353981,0.25,2.017602272943647,0.2222222222222222
"well, invasion Joke:",How well do invasions work? Very thoroughly. They're invasive by design. Commitment to occupation.,,"Well, invasion sounds fun until you realize the ants just invaded the party. ​","Well, the invasion took a long time—my brain says I should nap.","Well, invasion happened. He asked, How about it? He replied, What? I replied, Yes.",0.0,0.0,2.158229074594286,0.14285714285714288,2.1340743160056204,0.14285714285714288,2.4426633221059637,0.1379310344827586
"please, school Joke:",Please don’t remind me of school—I’m traumatized enough.,,"Please tell school to help. He said, It will. I asked, That's the only hope my motivation has left. He replied, Because it makes sense.","Please don’t send me to school. He asked, What? I replied, To be honest.",Please join the school because they want to learn more about their activities.,0.0,0.0,1.3794462224541233,0.16216216216216214,4.814971807094068,0.4615384615384615,3.377156414337854,0.16666666666666669
"thing, center Joke:","The thing at the center of it all is… chaos, unsurprisingly.",,"The thing about this center? It's big. He asked, Bigger? I said, That's not good.",The thing about the center is it keeps getting bigger.,I thought my center of my time was the thing that made me feel good.,0.0,0.0,4.567211833282236,0.2857142857142857,9.78090152232118,0.47619047619047616,6.150343144231885,0.15384615384615383
"looking, including Joke:","I'm looking at what's included. I wish I hadn't. He asked, That bad? I said, Worse.",,Looking after yourself includes trying to find what feels safe. We’re all doing the same.,"If you look at the rest of the room, you’ll realize that you’re a regular. ​",Lookin' includes my own pictures.,0.0,0.0,2.0266641468446673,0.11428571428571428,2.263300754846532,0.16666666666666669,0.5639761817130674,0.08333333333333333
"need, films Joke:","We need more films. I said, Why? He replied, To understand we're alone.",,"I need to make films about life, not about documentaries. ​",I need films—they’re my life choices.,Not films... but you can look back.,0.0,0.0,3.1443569925850237,0.16666666666666666,1.7955716566806617,0.2727272727272727,4.3899270742871295,0.09523809523809523
"money, read Joke:","I tried to read about money, but all the pages kept charging me.",,Money talks… read my mind. My life.,Money saved my life—except for the fact that the printer hates me.,Money reads everything... besides time.,0.0,0.0,2.910967817713898,0.1,5.862244939055158,0.23076923076923078,2.447822402834545,0.1111111111111111
"mean, club Joke:",I didn’t mean to start a club—it just happened accidentally.,,"I didn’t mean to bash club, but I’m really leaving it alone.",Mean club meeting… except the playlist is chaos.,"I mean club music, but it seems like it is not.",0.0,0.0,18.798317647335093,0.5384615384615384,3.817681337429047,0.2,4.065425428798724,0.34782608695652173
"wait, album Joke:","Wait, album released… my playlist weeps.",,"Wait, album? There's more. More of this album. At the same time. Completely.","Wait—album released. I asked, How? He replied, Because I'm waiting for an album.","Wait, album isn’t for you—not for myself.",0.0,0.0,8.097785064266205,0.2,2.8265205879007453,0.28571428571428575,19.070828081828378,0.26666666666666666
"else, built Joke:",Everything else was built on sand. We just added more sand on top. Architecture of insanity.,,That's another option… built. Building again. Building worse. Same thing.,"That's probably constructed. I asked, What? He replied, The building.","And then build the code. I’ve never imagined it. I said, “We’re still ignoring your stupidity... I would probably try to survive.",0.0,0.0,2.8099817702511314,0.07407407407407407,2.393672168921959,0.0,1.6934096677198087,0.05
"talking, station Joke:",I was talking so much the radio station asked me to host.,,"Talking station. I said, When? He said, Never.",Talking station is like being told to stop. Like they're communicating with a broken cell phone.,"I’m talking, a station that's gonna be your main distraction.",0.0,0.0,4.065425428798724,0.2,2.8265205879007453,0.20689655172413793,4.100530090638892,0.25
"pretty, later Joke:",Pretty sure I’ll finish later… procrastination is an art.,,Pretty soon you'll get tired of meeting me—you'll find your nap schedule works with homework.,"Pretty early in life, I’m not going to get to nap until tomorrow. ​",Pretty later. The next day. The next time. The next day.,0.0,0.0,2.908317710573757,0.14285714285714285,2.908317710573757,0.16666666666666666,3.1251907639724417,0.1904761904761905
"know, annexation Joke:",I know annexation. Taking what's yours was always my favorite hobby. Imperialism of feelings.,,I know annexation is complicated… mostly my procrastination.,"I know annexation. I asked, Why? He replied, Because I need help.",I know the Annexation is coming from the airport—just a few days later I reorganized my phone.,0.0,0.0,8.290056966884416,0.3478260869565218,15.13851459876605,0.22222222222222224,5.10809933294318,0.2424242424242424
"find, span Joke:","Can you find it within a span? I said, Of what? He replied, Of time before I leave.",,"Find the span of my life. I said, That's it? He replied, Not entirely—it's an endless pattern.",Find the span of my life… before it starts plotting.,"Find spans, and it's the only reason to break it.",0.0,0.0,16.337129946039063,0.3157894736842105,1.780380834377348,0.2857142857142857,1.7820830313210292,0.13793103448275862
"back, islands Joke:","I’ll be back, islands—once my wallet recovers.",,I’m back islands of regret—my snacks can survive long distances.,I’ll’back the islands—they’re islands now.,"I'm back, islands. The scenery is pretty good.",0.0,0.0,4.456882760699063,0.380952380952381,4.923026124015933,0.4444444444444444,8.29519350710986,0.3333333333333333
"look, royal Joke:","I tried to look royal, but my cat sat on my cape.",,You look royal—but your royal wardrobe just has the wrong color palette.,"Look, royal weddings are expensive… and royal weddings leave royal stains all over.",Look royal—just to see how it looks.,0.0,0.0,3.7644257151903666,0.24000000000000002,3.4585921141027356,0.16,3.102160927976006,0.2
"stay, called Joke:","Stay until called. I asked, Called for what? He replied, Probably nothing good.",,Stay—call—your GPS. We're calling you from space. Your GPS is confused.,Stay called—you’ll just wake up hungry and regret the call. ​,Stay called: We'll call ourselves a meal... which is just the only time you get in the morning.,0.0,0.0,2.537856360538449,0.22222222222222224,2.4426495029761353,0.24000000000000002,2.328734903585348,0.18749999999999997
"feel, national Joke:",I feel like a national treasure… locked in a museum and never visited.,,Feel the national anthem. Now I know my singing is sacred.,Feel national—we're all tourists. Traveling alone.,Feel national—this is a great feeling.,0.0,0.0,3.7644257151903666,0.16666666666666669,2.60859600387516,0.1904761904761905,2.8730831956184355,0.3
"think, india Joke:",I think India has the best snacks—I gained 3 kg just visiting.,,"I think India has a great food system. My husband said, That's just gossip. I replied, No.",I think India is a dream… mostly for the traffic.,I think india has its own secrets... but I'll give my brain a headache.,0.0,0.0,11.96655750514248,0.3225806451612903,13.215955651112736,0.34782608695652173,5.10809933294318,0.3571428571428571
"paul, guys Joke:",Paul told the guys he’d bring snacks—he showed up with one biscuit and a dream.,,Paul said hello—you’re a gentleman. And he’s serious about it.,Paul said he wasn’t kidding when he asked his guys for advice on who to call. ​,"Paul and guys were laughing. They laughed! I asked, How? He replied, No, No.",0.0,0.0,3.1934960455974277,0.13333333333333333,2.8265205879007453,0.17647058823529413,2.568331954752977,0.1935483870967742
"sure, april Joke:","Sure, April is here—bringing showers and my daily existential dread.",,"I’m sure April is peaceful, but my wallet disagrees.","I’m sure April is cold, but it’s also warm.","I’m sure October will be the hot, but I’m sure it’s the cold.",0.0,0.0,8.606119900909883,0.380952380952381,8.139165682360764,0.2727272727272727,3.1251907639724417,0.07407407407407407
"back, awful Joke:","I’m back, and the awful emails await me.",,I'm back—so how’s that?,"Back to the awful. He asked, When? I replied, About three days.","Back in the horrible room, you're just a little lost.",0.0,0.0,0.0,0.375,5.439330544349821,0.28571428571428575,4.456882760699063,0.19999999999999998
"going, fort Joke:","Going to the fort… my blanket fort, that is.",,"Where are you going? I said, Going fort. He replied, Going to be there.","Where's the fort? He said, Where it's not. I replied, I need a place to hide.",Going for the fort? No. My job was not good—my job was just as bad as the rest.,0.0,0.0,5.0912128230977505,0.17391304347826086,2.7156804039319287,0.14814814814814814,2.568331954752977,0.2857142857142857
"anything, following Joke:","Did anything following work? He asked. I replied, No.",,"Anything that follows is fine, but my motivation disagrees.","I’d be following my thoughts and reactions carefully, but I’m not following my snacks. ​","Everything is following me, but my life is right.",0.0,0.0,3.7159390072518104,0.2222222222222222,3.009804384352828,0.16,4.11236251403474,0.1111111111111111
"look, production Joke:",You look like a production error that turned out cute.,,Look at the production values—they're literally the same. Very high. Very low. Very dramatic.,Look at the production. Everything looks real but it's just CGI. It’s the production that’s real.,"Look at the production of that drama, and then the production process becomes a problem.",0.0,0.0,2.5540496664715904,0.15384615384615385,2.4074859035470344,0.20689655172413793,3.2342452920962157,0.24
"sure, series Joke:",I’m sure that TV series is educational—I learned how not to trust cliffhangers.,,"Are you sure about the series? It’s a group project. Very proud, not to mention very emotional.","Sure, the series has its moments, but they're mostly snacks.",I know the series is sure it's complete—it's really a series of problems.,0.0,0.0,4.567211833282236,0.2424242424242424,3.4015426186864377,0.15384615384615383,6.754312828675707,0.19354838709677422
"please, real Joke:",Please be real with me—was that your final answer or a guess?,,Please don’t make me cry—I’m not pretending to care.,Please don’t say real feelings in the chat—it’s just chat.,"Please, real? He said, It's a real disaster. He replied, My fears are real.",0.0,0.0,3.1085583786586426,0.16,3.7159390072518104,0.15384615384615385,2.7076576267554477,0.21428571428571427
"hello, division Joke:","Say hello to the division of chores, where everyone suddenly forgets math. ​",,"Hello, division number one, now come join forces.","Hello, division of cookies: everything.","Hello, division? I'm stuck. He says, That's the stuff that matters most.",0.0,0.0,3.4286942462594507,0.2,5.4752948205155585,0.35294117647058826,3.2342452920962157,0.15384615384615383
"better, grand Joke:",Better days are coming—they’re just taking the grand tour first.,,That’s better. Grandeur means something. Still better.,Better grand planning. Very efficient. Very chaotic.,Better grand... I'm better than I thought.,0.0,0.0,3.7968017775955714,0.1,4.996872151825361,0.2105263157894737,4.9323515694897075,0.2
"stop, third Joke:",Stop at the third—of never. We never stop. Perpetual motion of failure.,,Stop—third wheel. First stop. Permanent failure.,Stop looking at third-hand—your life is fine.,"Stop, then be third. I replied, I'm not.",0.0,0.0,7.320696493449274,0.4,3.0297048914466935,0.27272727272727276,3.471023784089875,0.18181818181818185
"right, vehicles Joke:","You’re right, vehicles should fear my parking skills.",,"You’re right, vehicles scare me more than I can pretend.",You're right—it’s a vehicle.,"You’re right, vehicles are good. Then, people are able to see themselves.",0.0,0.0,22.416933501922287,0.39999999999999997,3.929752628321626,0.5,16.188613565728215,0.3636363636363637
"mean, william Joke:",I didn’t mean William harm—just mild confusion.,,"William—I love William. I love a febrile, honest Thomas.",William is mean—like the cookie I said I’d snack on.,"I mean William—which you would like. I said, No, That he was.",0.0,0.0,4.456882760699063,0.2105263157894737,4.9323515694897075,0.09523809523809525,3.21858262703621,0.27272727272727276
"right, revealed Joke:","You were right, the revealed secret wasn’t shocking; it was just proof that gossip is slow. ​",,"You’re right, this is revealed. I asked, What? He said, It’s not good—I’m honest with myself.","You’re right, revealed secrets… mostly in my imagination.","You’re right, revealed? I told you about everything.",0.0,0.0,4.34373789135831,0.2162162162162162,3.671473391532488,0.30769230769230765,3.9330489976762206,0.23076923076923078
"know, allied Joke:","I know about allied forces. My friend asked, What? I replied, They exist in history.",,I know the allied army is strong but my priorities are confused.,I know the allied army is intimidating—because they're so small.,"I know all the allied people have. I asked, Why? He replied, Why? He replied, I replied, I should have done.",0.0,0.0,4.288074334657599,0.2962962962962963,3.9330489976762206,0.2962962962962963,7.881926575633942,0.3333333333333333
"tell, completed Joke:","They tell me the task is completed, but the progress bar still says ""99% forever."" ​",,"Tell me completed, is it? I don’t know. We’ll never know. ​","Tell me about it. He asked, Why? I replied, Because I completed the task.",Tell me you're finished—they're gone for it.,0.0,0.0,4.7095307059916625,0.21428571428571427,4.796244947449376,0.2758620689655172,1.2931730698038337,0.16
"much, officer Joke:","How much does this cost, officer? He said, Too much. I replied, You're not helping.",,I'm much more concerned with the officer's looks than my confidence.,"The officer asked me much—I said, What's it mean? He replied, Nothing.","He wanted to pay more for his officer. He replied, He asked, Is that officer?"" He replied, That's a 'disgusting thing.'",0.0,0.0,1.902337345686792,0.13793103448275862,6.660282196825948,0.26666666666666666,4.457304913937111,0.15789473684210525
"wait, national Joke:","Wait, the national holiday is on a weekend? That’s just emotional damage. ​",,"Wait, national news… my friend asked… why?",Wait—is this national? It’s my birthplace.,"Wait, I'm national! The sky's national... just for our needs.",0.0,0.0,5.209696906543445,0.2,2.673705182447105,0.2857142857142857,6.150343144231885,0.32
"stuff, state Joke:","This stuff is in a solid state. My friend asked, What's that mean? I replied, I'm discussing physics while being bored.",,The stuff in my fridge makes me think I can't handle anything.,Everything in this state is just a fancy snack.,"I do everything I do... which state? I asked, What does it say? He replied, No.",0.0,0.0,1.6071122133551639,0.2222222222222222,1.2668310589065095,0.18750000000000003,5.5492203998497125,0.20512820512820512
"easy, head Joke:",It’s easy to get in my head; there’s plenty of empty space.,,That easy head doesn’t count as a productive thought—even if it’s the first option.,"Easy, head—finally we understand why we're running here.","Easy head—I'm ok. I asked, Is it for your brain? I replied, Not for a nap.",0.0,0.0,3.4585921141027356,0.1935483870967742,2.812739937159535,0.16666666666666666,1.8160849415439309,0.125
"guys, following Joke:",The guys are following… mostly to see if I eat the last cookie.,,They’re following me like I’m following someone who just accidentally asked me for directions. ​,"Guys, following your advice makes life harder. ​",You guys followed the chase and you'll probably have a long way.,0.0,0.0,2.445593937240363,0.13793103448275862,2.812739937159535,0.2,3.7644257151903666,0.23076923076923078
"trying, born Joke:","I’m trying my best, but I wasn’t born ready.",,"I was born trying to do good, not pretending I ate too many cookie puddings.",Try not to be born with a problem—that's natural.,We tried to be born... but I was not born.,0.0,0.0,3.4197980307804725,0.23076923076923075,4.515183688171633,0.09090909090909091,6.754312828675707,0.380952380952381
"cause, book Joke:","I tried to find the cause of my stress, but the book said ‘look in the mirror.’",,Cause the book’s story to go viral. ​,Cause? Books. It's chaos and chaos.,"Cause, book is your problem—that's about the book, that's the book.",0.0,0.0,1.8483555109413787,0.24,1.4044464769840423,0.16666666666666666,4.652458072580844,0.2580645161290323
