word1	word2	headline	joke
look	grant	-	Look at the grant. Money for nothing. Literally. Research produced: zero.
guys	human	-	You guys are human? I asked. He replied, Apparently—we keep making mistakes.
never	include	-	Never include me. I prefer being excluded. Solitude is less disappointing.
trying	general	-	I’m trying, general—but my brain retreated.
please	business	-	Please state your business, but keep it short enough for the elevator ride. ​
sure	australia	-	Are you sure about Australia? Everything there kills you. Honest ecosystem.
tell	career	-	Tell me my career is fine… my soul is anxious anyway.
tell	studio	-	They tell you it’s a tiny studio; they forget to mention the rent is not tiny. ​
know	current	-	I know the current situation is shocking, but that’s what happens when you touch live wires.
really	james	-	I really think James knows too much—he’s either a genius or suspicious.
know	erected	-	I know what's erected. Monuments to failure. Structural disappointment.
want	naval	-	I want a naval adventure—mostly on my couch.
hold	knew	-	Hold on—you knew this and didn’t warn me?
would	density	-	Would density help? No. Packed failure is still failure. Compression didn't work.
right	episode	-	You’re right, that episode was wild—my jaw still hurts.
think	indian	-	I think Indian spices could motivate my life.
nice	understand	-	That's nice—understanding. We're still confused though. Knowledge is just elaborate confusion.
anything	group	-	I’d do anything for this group—except show up on time.
like	highway	-	I like the highway until traffic starts ruining my life.
good	cute	-	That dog is good and cute, so naturally it became a politician—all appearance, no actual goodness.
time	devil	-	Time is the devil when you're having fun, or maybe I'm just bad at clocks. ​
right	heat	-	You’re right, heat is necessary… mostly for chocolate.
back	census	-	Back in the census, I was counted as 'confused human.'
girl	near	-	That girl near the snacks is my biggest competition.
think	reaction	-	I think reaction speed is faster for chocolate than emails.
tell	emperor	-	Don’t tell the emperor—he already thinks I’m plotting a snack rebellion.
think	jordan	-	Think Jordan. Now think harder. He's thinking of something even worse.
tell	often	-	Tell often, I forget quickly… so repetition is key.
know	media	-	I know the media exaggerates…but exams really do kill.
hello	government	-	Hello, government? Yes, my tax return is missing… and so is my will to live.
really	served	-	The waiter really served attitude with the meal—free of charge.
think	awards	-	I think awards are nice… especially participation ones.
going	county	-	I’m not going to that county again—last time even the cows judged me.
good	sarah	-	Good Sarah—she smiles at my mistakes, and shares cookies.
right	desert	-	You're right—the desert is where hope goes to die. It's a pilgrimage destination.
know	atlantic	-	I know the Atlantic is deep—deeper than my commitment to exercise.
thanks	september	-	Thanks for September. He asked, Why? I replied, One month closer to the end.
anything	league	-	I’d do anything for the league… or just a participation ribbon.
love	questions	-	I love questions—they’re excellent excuses for snacks.
could	colonel	-	I could be a colonel—if laziness were a military rank.
anything	joined	-	Did anything joined happen? He asked, What? I replied, I don't know either.
hear	minutes	-	"You hear ""just five minutes"" and return three hours later. ​"
know	lock	-	I know lock combination… to my snack drawer.
right	males	-	You’re right, males really do think lifting groceries once counts as a workout.
excuse	world	-	What's your excuse for conquering the world? I said, I haven't conquered anything. He replied, Exactly—that's my excuse too.
excuse	days	-	What's your excuse for missing days? I said, I forgot they happened. He replied, So you forgot to show up.
hello	track	-	Hello—welcome to the track. This is where dreams derail literally and metaphorically.
please	though	-	Please, though, consider that my schedule is a work of fiction. ​
along	honey	-	Come along, honey. I asked, Where? He replied, Away from here.
call	killed	-	Call the detective—they killed the vibe again.
never	december	-	Never December without cookies, agreed?
really	municipality	-	Is that really your municipality? He said, Yes. I replied, My condolences.
think	planet	-	I think this planet is weird—half of it is asleep while the other half argues online.
else	minutes	-	Anything else? No, minutes are reserved for procrastination.
live	captain	-	Live like the captain—confidently wrong but always in charge. ​
know	muscle	-	I know I have a muscle. My doctor said, You have muscles, plural. I replied, I've seen the one.
wait	nice	-	Wait—that’s a nice compliment. Are you feeling okay?
give	census	-	Give me a census. He asked, Of what? I replied, How many hate this.
well	angela	-	How well does Angela do? She exists. That's her main accomplishment now.
take	emperor	-	Take the emperor seriously—his crown is heavy with responsibilities.
need	dave	-	Need Dave? Only if he brings cookies.
know	produced	-	I know I’ve produced great work when even my procrastination needs a coffee break. ​
come	named	-	Come named streets, may my GPS forgive you.
look	media	-	You look like the media misquoted you.
-	-	The Funniest Tweets From Women This Week (June 25-July 1)	Women's tweets are funny—they're basically survival skills in joke form.
-	-	Jada Pinkett Smith Says She Wants Will Smith, Chris Rock To Reconcile After Oscars Slap	Jada wants them to make up—good luck unslapping someone on live television.
-	-	Ancient Tomb Linked By Legend To King Arthur To Be Excavated For First Time	They're digging for King Arthur—because legend and history are finally meeting.
-	-	Zelenskyy Says He's Meeting With US Officials Blinken, Austin	Blinken and Austin showed up—that's basically 'here's America's support.'
-	-	Investor Sues Elon Musk Over His Delayed Twitter Filing	An investor sued Elon over Twitter delays—that's billionaire lawsuits that nobody cares about.
-	-	Shell Says It Will Stop Buying Russian Oil, Natural Gas	Shell's leaving Russia. That's corporations finally getting morals.
-	-	Jimmy Kimmel Trolls Ted Cruz With X-Rated Reminder About Twitter's 'Edit' News	Kimmel roasted Ted about Twitter edits—that's the political comedy we deserve.
-	-	Ex-Trump Officials Urge Texas To Declare Border 'Invasion'	Trump people want Texas to call the border an invasion—that's militarization theater.
-	-	Texas Gov. On State's Deadliest School Shooting: 'It Could Have Been Worse'	Abbott said it could've been worse—that's the worst possible take.
-	-	The Netherlands, Facing Energy And Climate Crises, Bets On A Nuclear Revival	Netherlands is going nuclear—because climate crisis demands options.
-	-	Anna Delvey's 'Art Show' Was Nothing More Than Whiteness At Work	Anna Delvey's art show was called out—as expected from a con artist.
-	-	2 Weeks Into War On Ukraine, Russia Bears Down On Key Cities	Two weeks into the war, Russia's attacking key cities. That's the invasion getting serious.
-	-	Jennifer Lopez Breaks Down Over Oscars Snub In Netflix Documentary Trailer	JLo cried about the Oscar snub—the snub is still working for her.
-	-	Missing Louisiana Nun Found 'Alive And Safe' Months After Armed Home Raid	She was hiding so well even God had to double-check her location.
-	-	CDC Director To Overhaul Agency With COVID Shortcomings In Mind	They're finally cleaning house—after the house burned down.
-	-	Don't Look Up! A Possible Meteor Causes Loud 'Boom' Sound In Utah	Utah heard the boom—and suddenly everyone's thinking about the movie.
-	-	Jonathan Groff And Lea Michele Lead Epic 'Spring Awakening' Reunion At Tony Awards	Jonathan and Lea reunited on stage—nobody thought about the last time they worked together.
-	-	Stocks Sway On Wall Street As Oil Slides To $100 Per Barrel	Stocks are shaking as oil hits $100. That's when you know the economy's broken.
-	-	Lovely Honeymoon Destinations In The U.S.	Here's honeymoon spots—that's for people who still believe in romance in 2022.
-	-	Why Biden Is Giving Gun Control Negotiators 'Some Space'	Biden's giving space to negotiations—because sometimes you gotta let adults fail in private.
-	-	Dictator's Son Far Ahead Of Human Rights Activist In Philippine Presidential Vote	A dictator's son is winning the Philippine election—people literally voting for nostalgia for authoritarianism. That's like voting to bring back Nickelback.
-	-	Many Capitol Riot Cases Could Hinge On 1st Trial's Outcome	Capitol riot cases depend on the first trial. That's precedent mattering.
-	-	Security Guard 'Went Down Fighting' While Taking On Buffalo Mass Shooter: Police	A security guard fought the shooter—that's heroism.
-	-	Fire At Wisconsin Anti-Abortion Office Following SCOTUS Draft Leak Investigated As Arson	An anti-abortion office burned down after the Supreme Court draft leaked—that's the first time I've seen both sides bring actual heat to a policy debate.
-	-	Canada Gives Russian Letter Lamenting Humanitarian Disaster A Scathing Rewrite	Canada rewrote Russia's letter. 'Your letter sucks—here's the real version.'
-	-	Amber Heard's Sister Says Johnny Depp Tried To Control Her Style, Friends And Jobs	Amber's sister said Johnny tried to control everything—that's a pattern.
-	-	Metal-Detecting Stranger Retrieves Woman's Ring Lost In Sea	He found gold—literally and emotionally.
-	-	Zelenskyy: 'Mothers Of Russian Soldiers' Should See Graphic Photos Out Of Kyiv Region	Zelenskyy said show the photos to Russian moms. That's next-level psychological warfare—your GPS is pointing home but you're not.
-	-	Truck Driver Rams Into Abortion Rights Demonstrators At Roe Rally In Iowa	A truck hit protesters—that's how divided we've become.
-	-	Ukrainians In U.S. To Be Protected From Deportation To War-Torn Homeland	Ukrainians won't be deported back to war. That's basic humanity.
-	-	Teachers In Ohio's Largest School District Go On Strike	They're teaching a lesson about fair pay—to the whole district.
-	-	2022 Midterms: What To Know About Tuesday's Primaries In Ohio And Indiana	Ohio and Indiana have primaries—aka the warm-up act before the chaos.
-	-	The Far-Right's Assault On An Idaho Pride Event Was Meticulously Planned	Far-right attacked Pride—and they planned it carefully.
-	-	Over $2 Billion Announced For Roads, Bridges, Bike Lanes Across U.S.	America's finally investing in infrastructure—about 50 years too late.
-	-	Death Toll In Kentucky Hits 28 As Infrastructure Damage Hampers Flood Recovery	Kentucky's flooding killed 28—and the recovery's going to kill recovery efforts.
-	-	Fox News Reporter Feels 'Damn Lucky' After Losing Limbs In Ukraine Attack	A Fox reporter lost limbs in Ukraine—that's the real cost of war reporting.
-	-	The Funniest Tweets From Parents This Week (June 4-10)	Parents' tweets are hilarious—sleep deprivation is their comedy writers' room.
-	-	State Dept. 'Studying' 34-Year Sentence Of Saudi Woman Over Twitter Use	They're 'studying' it—which is diplomatic speak for doing nothing fast.
-	-	Police File Terrorism Charges Against Pakistan's Ex-Premier Imran Khan	He went from cricket to politics to terrorism charges—what a trajectory.
-	-	60 Miles From Ukraine, Biden Sees Refugee Crisis In Poland	Biden visited refugee camps. Wild concept: actually looking at people suffering.
real	whoa	-	Be real—whoa is my reaction to every deadline.
come	patients	-	Come see the patients. I did. I asked, What should I see? He replied, Suffering.
ready	county	-	I’m ready to leave this county—preferably with snacks.
thank	worry	-	Thank worry for keeping me awake all night unnecessarily.
know	peaked	-	You know the party peaked when the playlist switched to nostalgia. ​
hello	became	-	I said hello and suddenly became part of the conversation I didn't want.
come	navy	-	I told my friend to come quickly, but he said he moves at navy speed—slow and disciplined.
last	whoa	-	Last chance—whoa there. The brake pedal broke three miles ago. We're coasting toward certainty.
want	series	-	I want a serious life, but somehow I always end up binge‑watching another series instead. ​
right	commission	-	You’re right, the commission meets… mostly to test our patience.
water	story	-	This story holds water. I said, Does it? He replied, About as well as a sieve.
really	awarded	-	I really didn’t expect to be awarded—for showing up late.
need	notes	-	I need notes—preferably ones written by someone who paid attention.
think	tail	-	I think my dog’s tail is stealing snacks again.
know	november	-	I know November is serious when even my to‑do list starts growing a mustache for motivation. ​
want	india	-	I want India… or at least the vacation part.
think	books	-	People think they love books, but their shelf of untouched bestsellers quietly disagrees. ​
right	southeast	-	You're right—southeast. Where expectations go to freeze. Icy indifference.
excuse	released	-	What's your excuse for being released? I said, I wasn't good. He replied, No argument there.
people	sighs	-	People sighs are basically emotional Morse code.
thank	track	-	Thank you for keeping me on track… kind of.
tell	junior	-	Tell junior to behave… or steal snacks.
look	income	-	Look at income inequality. It's a beautiful spectrum of suffering. Art, really.
want	therapy	-	What do you want? Therapy. It's therapy to know therapy exists. Inception of help.
good	ridiculous	-	That's good ridiculous. We've achieved absurdity levels rarely seen. Scientists are taking notes.
need	german	-	I need German chocolate… urgently.
someone	club	-	"In every club, there’s someone who joined just because the poster said ""free pizza."" ​"
back	founded	-	Back when I founded my habits, procrastination was king.
never	november	-	I never understood why November feels like a year.
listen	international	-	Listen, international food is my love language.
know	pitch	-	I know pitch—it's tone deaf. We're all tone deaf to each other's suffering.
everything	served	-	Everything was served—except the motivation dish.
right	scottish	-	You’re right, a Scottish accent can make even a complaint sound like a legendary story. ​
right	buildings	-	You’re right, those buildings are tall—just like my expectations.
come	common	-	Come on, use common sense—no, not *that* one.
know	roman	-	I know Roman history, but still can’t pronounce half the names.
enough	jesus	-	I’ve had enough—Jesus take the wheel, the GPS, and maybe the whole car.
look	launched	-	You look like you launched that project five minutes before the deadline.
look	joined	-	Look, joined the club… mostly for free snacks.
hold	brother	-	Hold your brother. Literally. His logic seems to be slipping.
love	centre	-	I love the centre. My friend asked, Why? I replied, It's where you're not.
know	monument	-	You know it’s a real monument when people take more selfies than actual photos of it. ​
hear	january	-	Did you hear January calling? It wants its misery back.
tell	elected	-	"They tell me I was elected team leader, which is code for ""you answer the emails now."" ​"
thank	list	-	Thank the list… for reminding me I have zero free time.
money	human	-	Money makes you human, but my bank account says I’m mythical.
sure	october	-	Sure, October is spooky—my fridge is scarier.
please	eventually	-	Please—eventually everything ends. Heat death. The universe's way of saying 'I quit.'
guys	received	-	You guys received the email; yes, I'm still waiting for a response. ​
know	device	-	I know the device works… unless my clumsiness intervenes.
need	michael	-	I need Michael—he owes me emotional support.
know	francisco	-	I know someone from Francisco. He asked, San or just? I replied, Just regretting the introduction.
know	households	-	I know most households argue, but mine treats it like a sport.
please	united	-	Please, United, make my travel less chaotic.
know	founded	-	I know my snack habit was founded the day I realized breaks taste better with chips. ​
help	lovely	-	Can you help? It's lovely. I asked, What's lovely about needing help? He said, The irony.
girl	united	-	The girl united everyone. I asked, How? He said, By leaving.
come	northern	-	I’ll come to the northern side when my toes stop freezing.
well	artist	-	Well, I’m an artist—my specialty is drawing conclusions.
time	colspan	-	It’s time to colspan my responsibilities—combine them into one big problem.
right	congratulations	-	You're right, congratulations on surviving another week of nonsense. ​
know	earl	-	I know the earl. He asked, How? I replied, From history class.
stay	named	-	Everything I want to stay secret gets named in the group chat. ​
come	leaves	-	Come look at the leaves. I asked, Why? He replied, Because I'm leaving.
tell	spain	-	Tell Spain I miss tapas… and siestas.
want	native	-	"I want to sound like a native, but my accent says ""tourist with good intentions."" ​"
know	congress	-	I know Congress debates, but my attention span didn’t survive.
know	structures	-	I know structures—they just collapse under my procrastination.
signed	thank	-	"I signed the email ""thank you in advance,"" which is professional for ""please actually do it."" ​"
thank	results	-	Thank you for the results—I needed confirmation of my despair.
best	system	-	The best part of the system is turning it off.
called	laughs	-	The comedian called himself a genius, so naturally the audience laughs at him instead of with him.
really	covered	-	I really thought I covered everything—turns out I covered nothing.
come	species	-	Come species, and judge my gardening skills.
think	units	-	I think the problem with units is I don’t understand them.
know	lover	-	You know it’s real when your lover steals your fries and you file no complaints. ​
also	cute	-	My dog is cute. He also knows it, which is dangerous.
right	studied	-	You’re right, I studied… but my brain filed for bankruptcy.
look	isbn	-	Look up the ISBN. I did. He asked, What's it say? I replied, That this is a book.
want	marine	-	I want to be marine biologist, but jellyfish keep ruining my confidence.
know	canada	-	I know Canada is polite, but geese there are not.
many	shut	-	So many times you shut the laptop and still keep scrolling on your phone. ​
said	references	-	He said he had references, but they were all his mom.
take	actress	-	Take the actress. She's playing life too, except better. Method acting applied to existing.
thing	january	-	The thing about January is it lasts five months.
think	engine	-	I think the engine is fine—it just screams like I do on Mondays.
need	saint	-	I need a saint to help me survive this week.
tell	division	-	Tell me about division. It's multiplication for failure. The more we divide, the bigger it gets.
stop	received	-	Stop acting like you never received my message—you left me on delivered for sport.
saying	honey	-	When you keep saying 'honey,' I don’t know if I’m loved or scolded.
mean	camp	-	Mean camp counselors… they hide my cookies.
come	quality	-	Come experience the quality. I did. It was poor. He smiled.
love	drop	-	I love a mic drop moment, but my social skills prefer a gentle fade‑out. ​
good	california	-	It’s good to visit California—until the traffic breaks your spirit.
good	museum	-	A good museum is the only place where people happily pay to read signs instead of ignoring them. ​
mean	arrested	-	What do you mean arrested? We're all detained by existence. Permanent custody.
know	digital	-	I know digital—it's ones and zeros. Metaphor for life: binary choices, infinite regrets.
power	knew	-	I had the power to study earlier; I just… knew I wouldn’t.
listen	date	-	Listen—the date is here. We're aging into regret. Chronological torture.
know	extended	-	I know the deadline is extended, but procrastination is eternal.
born	send	-	Born to send emails… mostly ignored.
know	devon	-	I don’t know much about geography, but I’m pretty sure Devon is where all the tea goes to chill.
something	served	-	Something was served at lunch, but no one knows what it was.
mother	games	-	My mother thinks life is like games—I keep losing levels.
please	nearly	-	Please nearly finish the homework… or eat a snack instead.
like	selected	-	I like selected items… mostly because my wallet disagrees.
want	council	-	I want to join the council, mainly for the snacks at meetings.
want	basketball	-	I want to play basketball, but the ball keeps disagreeing.
think	memorial	-	I think the memorial should honor all lost socks.
going	letters	-	Where are you going? To sort letters. I said, You've done that all week. He replied, I'm going slowly—these letters are confusing.
five	listen	-	I said listen five times—nobody heard a thing.
know	relations	-	I know relations are complex… mostly mine with my alarm clock.
mean	church	-	I didn’t mean to laugh in church—the priest made a pun and God forgave me instantly.
right	faculty	-	You're right—faculty teaches. How to fail academically. Specialized.
mother	thanks	-	I told my mother I cleaned my room; she said thanks and then went to verify.
sure	produced	-	You sure you produced that? It has ‘AI at 3 a.m.’ energy.
right	provided	-	You're right—provided. Given unto us. Usually things we didn't ask for.
like	beeping	-	I like that beeping sound. My friend asked, Why? I replied, It reminds me I'm alive, even if that's bad news.
live	wrong	-	I live wrong—my plants agree silently.
think	currently	-	I think the microwave is currently judging me for heating pizza at 3 AM.
stand	nice	-	Stand—nice here. Uncomfortable but present. Suffering posture: vertical.
good	assigned	-	That's good—assigned roles. We're just playing characters in someone else's script. Bad script.
said	prince	-	He said prince charming; I found chocolate instead.
please	july	-	Please remind July it’s supposed to be summer, not an oven with humidity.
wait	played	-	Wait, played already? My cue missed me.
know	household	-	I know household chores… my cat thinks otherwise.
come	dental	-	Come to my dental appointment. I asked, Why? He replied, Because someone should witness my suffering while my dentist laughs.
tell	grew	-	Tell me you grew up desi without telling me—your mom still calls you to ask why the light is on.
east	wrong	-	I went east but my GPS said wrong—culture shock achieved.
come	constructed	-	Come see the building I constructed—out of excuses.
speak	find	-	Speak and find the answer. I spoke. He asked, Did you find it? I replied, No.
sleep	believe	-	I sleep so much I believe I’m part bear.
stay	built	-	Stay—I built this. He asked, What? I said, Your disappointment.
hello	actually	-	Hello—actually, never mind, I forgot what I was saying.
please	west	-	Please go west. Manifest destiny into disappointing manifest reality.
like	commission	-	I’d like to commission someone to manage my life.
thing	former	-	The thing about former trends is that they stalk you on social media.
well	lightblue	-	Well, light blue suits you—it hides the chaos nicely.
call	church	-	Call me when you go to church. I asked, Why? He replied, So I can ignore the call and blame bad service.
something	groups	-	Something about group projects tells me therapy was invented for a reason.
-	-	Sonic Workers Find An Absolute Nightmare Lurking Just Behind The Fry Machine	Sonic workers found a nightmare behind the fryer—that's a health code violation.
-	-	Eddie Munson Of 'Stranger Things' Finally Gets Some Justice In Ultimate Tribute	Eddie got justice—and the internet cried happy tears.
-	-	Biden's Plan To Battle The Opioid Epidemic: Access To Naloxone	Biden's giving out Naloxone—that's not fighting the opioid crisis, that's just handing out the bandage so people can overdose again later.
-	-	U.S. Added 678,000 Jobs In February As Omicron Eases	We added 678k jobs as COVID calms down. That's employment following the virus.
-	-	Russians Face More Sports Sanctions, But Not At Paralympics	Russians face sanctions but not at the Paralympics. That's being fair to disabled athletes.
-	-	Supreme Court Rules Biden Properly Ended Trump's 'Remain In Mexico' Policy	Biden won—the Remain in Mexico policy is done.
-	-	Michael Baltimore Of '90 Day Fiancé' Added To Most Wanted List For Murder	He went from reality TV to most wanted—character arc nobody wanted.
-	-	Twitter Reportedly Bans 100 'I Stand With Putin' Accounts For 'Inauthentic Behavior'	Twitter banned Putin supporter accounts. That's fake news getting removed.
-	-	Lisa Loeb Paved Her Own Way In The '90s — A Rare Feat For Independent Artists Of The Time	She stayed true to herself before it was cool—or profitable.
-	-	Panel Probing Jan. 6 Attack Still Undecided On Interviewing Trump, Pence	The Jan. 6 panel can't decide whether to interview Trump—they're basically like 'we know he did it, but do we REALLY want to listen to him lie about it for eight hours?'
-	-	How Much Do TikTok Beauty Influencers Make For Sponsored Content?	TikTok beauty people are making BANK—that's the influencer economy paying for makeup tutorials.
-	-	After Defying Trump, GOP Rep. Tom Rice Loses Reelection In South Carolina	Tom Rice defied Trump—and South Carolina said 'thanks for playing.'
-	-	Marjorie Taylor Greene Sues To Stop Challenge To Her Reelection Eligibility	MTG sued to stop an eligibility challenge. That's suing to avoid accountability—bold move.
-	-	Mario Batali Acquitted Of Sexual Misconduct	Mario got acquitted—that's disappointing.
-	-	Mira Sorvino Offers Sweet Tribute To Actor Dad Paul Sorvino	She's honoring her dad—with tears and memories.
-	-	This Is The Most Underappreciated Part Of The Democratic Prescription Drug Bill	There's something great hidden in the bill—you just haven't heard about it.
-	-	Yellowstone Floods Wipe Out Roads, Bridges, Strand Visitors	Yellowstone flooded—Mother Nature said 'this is closed' louder than any sign could.
-	-	'Degrassi: The Next Generation' Moved The Needle On Abortion Nearly 20 Years Ago	Degrassi tackled abortion before it was trendy—that show was basically doing political activism in spandex.
-	-	Why Overalls Are The Most Comfortable Go-To Maternity Look	Fashion advice about maternity overalls. That's style for people who said 'I give up.'
-	-	How A Trump Tax Break For The Poor Led To A $30 Million Gold Stash In a Queens Warehouse	A Trump tax break led to a $30 million gold stash—that's tax policy creating billionaire treasure hunts.
-	-	IRS Launches Safety Review Amid Threats To Workers Linked To Conspiracy Theories	The IRS agents are getting death threats—and they're not even done with your taxes yet.
-	-	How '90s Teen Movies Reflected The Real-Life Homophobia Throughout The Decade	'90s movies were homophobic—and we just realized it.
-	-	Kim Kardashian Says 'Get Your F**king Ass Up And Work' Remark Was 'Taken Out Of Context'	Kim claimed her work quote was misunderstood. There's not much context that helps that one, Kim.
-	-	Trump Continues Push To Shut Down Voting Methods 69% of Americans Use	Trump wants to kill voting methods—because he lost using them.
-	-	Family Hears Noise, Finds 550-Pound Alligator 'Taking A Dip' In Their Pool	A 550-pound gator used their pool—that's not a home invasion it's a wildlife encounter.
-	-	Ukrainian Defenders In Mariupol Defy Surrender-Or-Die Demand	Ukrainian soldiers defied a surrender ultimatum—that's bravery and also probably their last stand.
-	-	Former FDA Commissioner: U.S. Has Probably 'Failed To Contain' Monkeypox	We failed on monkeypox—the FDA commissioner just gave up on us.
-	-	After A Year Away, Oscar Nominees Celebrate Together	Oscar nominees are celebrating together. That's the Oscars getting back to normal—just with better security.
-	-	The Funniest Tweets From Parents This Week (May 28-June 3)	Parents' tweets killed—because exhaustion is the funniest drug.
-	-	'RBG' Hits 'SNL' With Congrats For Ketanji Brown Jackson, A 'Gins-Burn' For Ted Cruz	SNL did an RBG sketch celebrating Jackson—that's everything we needed.
-	-	Jared Kushner Blasts 'Nasty Troll' Chrissy Teigen For Attacks On Ivanka	He's really defending his wife's honor—with Twitter insults.
-	-	Police Dispatcher Fired After Allegedly Hanging Up On Store Employee During Buffalo Shooting	A dispatcher hung up during a shooting—that's not 'poor customer service,' that's criminal.
-	-	Spring Break Shootings: Miami Beach Emergency Brings Curfew	Spring Break shootings led to curfews. College kids went for parties, got shot instead.
-	-	1 Killed, 4 Critically Wounded In California Church Shooting, Police Say	A church shooting killed one—four more fighting for their lives.
-	-	Goal Of Capping Global Warming At 1.5 Degrees Celsius Is 'On Life Support,' UN Chief Warns	Climate goals are dying. We're cooked—literally.
-	-	Sinema Took Wall Street Money While Killing Tax On Investors	She's really good at catching money—just not on the side the voters wanted.
-	-	Supreme Court Won't Hear New York City Teacher Vaccine Dispute	The Supreme Court ditched the teacher vaccine case—that's them saying 'we're done with this one.'
-	-	'DC League Of Super-Pets' Takes No. 1 With $23 Million	The superhero pets beat everyone else—because apparently pets in capes sell.
-	-	Survivor Found Almost 6 Days After China Building Collapse	Someone survived six days in a building collapse—that's not survival, that's basically a hostage situation with gravity.
-	-	Kareem Abdul-Jabbar Slams Will Smith For 'Perpetuating Stereotypes'	Kareem criticized Will for the slap. When a basketball legend's disappointed in you, check yourself.
know	coat	-	Do you know this coat? He asked, Should I? I replied, Only if you recognize my bad fashion choices.
think	housing	-	I think housing prices are a fantasy novel—full of dragons and sadness.
understand	january	-	I understand January—it's basically Monday in month form.
seen	nice	-	Seen nice things today… mostly in my dreams.
right	drake	-	You're right, Drake. Your existence is very melodic. And confused. Both valid.
know	http	-	I know HTTP, but my brain prefers 'Oops, page not found.'
good	remain	-	That's good, remain. Stay there forever. Movement is just delayed regret anyway.
thank	section	-	Thank you for this section; my attention span left halfway.
help	league	-	Help! The league needs me… or just snacks, same thing.
know	rider	-	I know the rider. They're going nowhere. Same destination as us. Connected through failure.
well	marry	-	How well to marry? Legally binding disappointment. Witness required.
know	powder	-	I know about powder. He asked, What? I replied, It's dusty.
right	paphiopedilum	-	You're right—it's a paphiopedilum. I asked, What's a paphiopedilum? He replied, A plant I can't pronounce or care about.
know	centre	-	I know the centre of town well—it’s where my money disappears.
need	jews	-	We need Jews—they're historically resilient. Their survival is our survival guide.
believe	george	-	Believe George or not, he ate the last cookie.
know	township	-	I know the township is small—rumors travel faster than Wi-Fi.
know	demographics	-	I know demographics. My friend asked, What? I replied, Numbers of sad people.
take	historical	-	Take historical events lightly—especially my homework.
time	isbn	-	The time it takes to find the right ISBN is exactly equal to how late your assignment already is. ​
take	reported	-	I’ll take credit if it’s reported—blame travels faster than me.
awful	first	-	That was awful—my first time. He asked, At what? I replied, Everything.
know	birthplace	-	"I know my birthplace is small because the GPS describes it as ""zoom in further."" ​"
think	hurry	-	Think fast—life's in a hurry to end you. No pressure though.
thank	moved	-	Thank you for helping me move—my back is filing a complaint.
maybe	green	-	Maybe green grows. Or maybe it just rots. Hard to tell.
please	institute	-	Please institute a nap hour in schools.
away	question	-	Away—question mark. We're leaving answers in the distance. Unresolved.
really	village	-	It’s really a village when everyone knows your Wi‑Fi password by heart. ​
something	location	-	Something about this location screams dessert.
well	lois	-	Well, Lois said, 'don’t eat all the snacks!' Too late.
either	thank	-	Either accept my apology or thank me for being honest—it’s your choice.
sure	september	-	I’m sure September lasts three years—it feels that long.
know	assistant	-	You know the assistant runs the place when the boss asks them permission. ​
look	rome	-	You look like you just came back from Rome—dramatic and tired.
sure	cross	-	Are you sure you'll cross? He said, No. I replied, Good, then don't.
went	population	-	Where did the population go? He asked. I replied, Somewhere better.
born	wanted	-	I was born wanted… mostly by my dog, not the rest of the world.
please	hill	-	Please—hill. Climb it. Find nothing. Descent is faster.
know	britain	-	I know Britain loves tea, but calm down—it’s just leaves in water.
worry	south	-	Don't worry about the south. I said, Why not? He replied, It already worries about itself.
well	formerly	-	How well does formerly work? It works by not being present. Genius design.
first	staying	-	First rule of staying calm: ignore emails and snack instead.
thank	hours	-	Thank you for the help—it only took three hours and two breakdowns.
well	hero	-	Well, I’m the hero of my story… mostly because no one else volunteered.
right	locomotives	-	You’re right, old locomotives were loud, but at least you could hear them coming. ​
well	approximately	-	Well, approximately, I understood the instructions… probably not correctly.
minute	money	-	Wait a minute—where's the money? He asked, What money? I replied, Exactly.
want	grant	-	Do you want a grant? I said, Yes. He replied, Everyone does.
want	metro	-	I want the metro, but the metro wants to arrive whenever it feels like it.
sure	books	-	Are you sure books help? They just document failure better. Permanent record of mediocrity.
right	poet	-	You’re right, every poet makes heartbreak sound way more elegant than it feels. ​
please	season	-	Please, season of sunshine, arrive before my mood decays entirely.
something	final	-	Something tells me the final boss is just my alarm clock.
well	indian	-	I ate well at the Indian restaurant—my spice tolerance did not.
please	august	-	Please don’t let August start—my electricity bill can’t handle it.
come	engine	-	Come fix the engine—my motivation sounds like a cough.
born	fight	-	Born to fight? I'm more born to complain. Lower energy. Same results.
would	census	-	I would complete the census… after snack time.
right	porter	-	You're right, Porter. He asked, About what? I replied, That you exist.
please	site	-	Please visit the site, where the loading bar will teach you patience. ​
around	file	-	File this around. I asked, Around what? He replied, Around the truth.
know	text	-	I know what the text says. He asked, How? I replied, The same way I know I shouldn't read it.
good	eastern	-	The eastern side is good—mostly because the food is better.
tell	artist	-	They tell every artist to follow their passion, then ask for free work. ​
never	population	-	Never underestimate the population. I said, Of what? He replied, Of people who are tired of this.
year	sighs	-	This year I sighs often. He asked, Why? I replied, Because it's this year.
think	contains	-	I think contains instructions… for life, not this quiz.
know	requested	-	I know you requested a simple plan… but chaos is all I offer.
care	river	-	I care like a river—slow, deep, and slightly damp with tears.
thank	local	-	Thank your local hero: the person who brings snacks.
guess	black	-	Guess what's black? Everything, once you stop looking. Existential darkness is artistic.
good	andrew	-	Andrew is good at everything except explaining why he's good at everything. ​
come	swedish	-	Come try Swedish food—they even season their silence.
come	research	-	I told them to come help with research—now we’re all confused together.
like	difference	-	I like how you asked the difference; I still don’t know it.
